cntyName,laneName,stteName
Andrew County,State Hwy V,Missouri
Andrew County,State Rte Z,Missouri
Andrew County,US Hwy 169,Missouri
Andrew County,US Hwy 59,Missouri
Andrew County,US Hwy 71,Missouri
Andrew County,US Hwy 71 Bus,Missouri
Atchison County,I- 29,Missouri
Atchison County,US Hwy 136,Missouri
Atchison County,US Hwy 59,Missouri
Audrain County,Hwy 22,Missouri
Audrain County,State Hwy 15,Missouri
Audrain County,State Hwy 151,Missouri
Audrain County,State Hwy 19,Missouri
Audrain County,State Hwy 22,Missouri
Audrain County,US Hwy 54,Missouri
Barry County,State Highway 37 Business Rte,Missouri
Barry County,State Hwy 112,Missouri
Barry County,State Hwy 248,Missouri
Barry County,State Hwy 37,Missouri
Barry County,State Hwy 39,Missouri
Barry County,State Hwy 76,Missouri
Barry County,State Hwy 86,Missouri
Barry County,State Hwy 97,Missouri
Barry County,US Hwy 60,Missouri
Barton County,E State Hwy 126,Missouri
Barton County,E US Hwy 160,Missouri
Barton County,I- 49,Missouri
Barton County,N State Hwy 43,Missouri
Barton County,S State Hwy 43,Missouri
Barton County,State Hwy 126,Missouri
Barton County,State Hwy 43,Missouri
Barton County,State Hwy E,Missouri
Barton County,US Hwy 160,Missouri
Bates County,I- 49,Missouri
Bates County,State Hwy 52,Missouri
Bates County,US Hwy 71 Bus,Missouri
Benton County,Calla,Missouri
Benton County,Hwy 7,Missouri
Benton County,State Hwy 52,Missouri
Benton County,State Hwy 83,Missouri
Benton County,US Hwy 65,Missouri
Bollinger County,State Hwy 34,Missouri
Bollinger County,State Hwy 51,Missouri
Bollinger County,State Hwy 72,Missouri
Bollinger County,State Hwy 91,Missouri
Bollinger County,State Hwy A,Missouri
Bollinger County,State Hwy C,Missouri
Bollinger County,State Hwy E,Missouri
Bollinger County,State Hwy N,Missouri
Boone County,E Hwy 22,Missouri
Boone County,Hwy 22,Missouri
Boone County,I- 70,Missouri
Boone County,State Hwy 124,Missouri
Boone County,US Hwy 40,Missouri
Boone County,US Hwy 63,Missouri
Boone County,US Hwy 63 Bus,Missouri
Buchanan County,I- 229,Missouri
Buchanan County,I- 29,Missouri
Buchanan County,SE State Hwy 116,Missouri
Buchanan County,SE State Rte 371,Missouri
Buchanan County,SW State Hwy 116,Missouri
Buchanan County,SW State Rte 45,Missouri
Buchanan County,SW US Hwy 59 W,Missouri
Buchanan County,State Hwy 116,Missouri
Buchanan County,State Hwy 273,Missouri
Buchanan County,State Hwy 371,Missouri
Buchanan County,State Hwy 45,Missouri
Buchanan County,US Hwy 169,Missouri
Buchanan County,US Hwy 36,Missouri
Buchanan County,US Hwy 59,Missouri
Butler County,State Hwy 142,Missouri
Butler County,State Hwy 158,Missouri
Butler County,State Hwy 51,Missouri
Butler County,State Hwy 53,Missouri
Butler County,US Hwy 160,Missouri
Butler County,US Hwy 60,Missouri
Butler County,US Hwy 60 Bus,Missouri
Butler County,US Hwy 67,Missouri
Caldwell County,S State Hwy 13,Missouri
Caldwell County,State Hwy 116,Missouri
Caldwell County,State Hwy 116 SE,Missouri
Caldwell County,State Hwy 116 SW,Missouri
Caldwell County,State Hwy 13,Missouri
Caldwell County,US Hwy 36,Missouri
Callaway County,I- 70,Missouri
Callaway County,State Hwy 94,Missouri
Callaway County,State Hwy F,Missouri
Callaway County,State Rd F,Missouri
Callaway County,US Hwy 54,Missouri
Callaway County,US Hwy 63,Missouri
Camden County,State Hwy 5,Missouri
Camden County,State Hwy 7,Missouri
Camden County,State Hwy 73,Missouri
Camden County,US Hwy 54,Missouri
Cape Girardeau County,I- 55,Missouri
Cape Girardeau County,I- 55 Lp,Missouri
Cape Girardeau County,Nash Rd,Missouri
Cape Girardeau County,Rte Ab E,Missouri
Cape Girardeau County,State Hwy 25,Missouri
Cape Girardeau County,State Hwy 34,Missouri
Cape Girardeau County,State Hwy 72,Missouri
Cape Girardeau County,State Hwy 74,Missouri
Cape Girardeau County,US Hwy 61,Missouri
Carroll County,State Hwy 10,Missouri
Carroll County,State Hwy 41,Missouri
Carroll County,US Hwy 24,Missouri
Carroll County,US Hwy 65,Missouri
Carter County,State Hwy 21,Missouri
Carter County,State Hwy T,Missouri
Carter County,State Hwy U,Missouri
Carter County,US Hwy 60,Missouri
Cass County,E State Hwy 2,Missouri
Cass County,E State Hwy B,Missouri
Cass County,E State Rte 2,Missouri
Cass County,E State Rte B,Missouri
Cass County,I- 49,Missouri
Cass County,S State Hwy 7,Missouri
Cass County,S State Rte 2,Missouri
Cass County,S State Rte 291,Missouri
Cass County,S State Rte 7,Missouri
Cass County,S State Rte 7 N,Missouri
Cass County,S State Rte 7 S,Missouri
Cass County,State Hwy 2,Missouri
Cass County,State Hwy 291,Missouri
Cass County,State Hwy 58,Missouri
Cass County,State Hwy 7,Missouri
Cass County,State Hwy B,Missouri
Cass County,State Hwy D,Missouri
Cass County,State Rte 2,Missouri
Cass County,State Rte B,Missouri
Cedar County,State Hwy 245,Missouri
Cedar County,State Hwy 32,Missouri
Cedar County,State Hwy 39,Missouri
Cedar County,State Hwy 82,Missouri
Cedar County,State Hwy 97,Missouri
Cedar County,US Hwy 54,Missouri
Chariton County,State Hwy 11,Missouri
Chariton County,State Hwy 129,Missouri
Chariton County,State Hwy 5,Missouri
Chariton County,US Hwy 24,Missouri
Christian County,State Hwy 125 N,Missouri
Christian County,State Hwy 14,Missouri
Christian County,State Hwy 14 W,Missouri
Christian County,US Hwy 160,Missouri
Christian County,US Hwy 160 S,Missouri
Christian County,US Hwy 60,Missouri
Christian County,US Hwy 65,Missouri
Clark County,State Hwy 27,Missouri
Clark County,State Rte 81,Missouri
Clark County,US Hwy 136,Missouri
Clay County,I- 29,Missouri
Clay County,I- 35,Missouri
Clay County,I- 435,Missouri
Clay County,N US Hwy 169,Missouri
Clay County,NE US Hwy 69,Missouri
Clay County,State Hwy 10,Missouri
Clay County,State Hwy 152,Missouri
Clay County,State Hwy 210,Missouri
Clay County,State Hwy 291,Missouri
Clay County,State Hwy 33,Missouri
Clay County,State Hwy 92,Missouri
Clay County,US Hwy 169,Missouri
Clay County,US Hwy 69,Missouri
Clinton County,E State Hwy 116,Missouri
Clinton County,I- 35,Missouri
Clinton County,N State Hwy 33,Missouri
Clinton County,N US Hwy 69,Missouri
Clinton County,NE US Hwy 69,Missouri
Clinton County,NW US Hwy 169,Missouri
Clinton County,SE US Hwy 69,Missouri
Clinton County,SW State Hwy 116,Missouri
Clinton County,SW US Hwy 169,Missouri
Clinton County,US Hwy 169,Missouri
Clinton County,US Hwy 69,Missouri
Clinton County,W State Hwy 116,Missouri
Clinton County,W State Rte 116,Missouri
Cole County,State Hwy 17,Missouri
Cole County,State Hwy 179,Missouri
Cole County,State Hwy 50,Missouri
Cole County,US Hwy 50,Missouri
Cole County,US Hwy 50 E,Missouri
Cole County,US Hwy 63,Missouri
Cooper County,I- 70,Missouri
Cooper County,State Hwy 135,Missouri
Cooper County,State Hwy 179,Missouri
Cooper County,State Hwy 41,Missouri
Cooper County,State Hwy 5,Missouri
Cooper County,State Hwy E,Missouri
Cooper County,US Hwy 40,Missouri
Crawford County,E Hwy 8,Missouri
Crawford County,I- 44,Missouri
Crawford County,State Hwy 19,Missouri
Crawford County,State Hwy 49,Missouri
Dade County,N State Hwy 39,Missouri
Dade County,S State Hwy 39,Missouri
Dade County,State Hwy 245,Missouri
Dade County,State Hwy 39,Missouri
Dade County,State Hwy 97,Missouri
Dade County,US Hwy 160,Missouri
Dallas County,State Hwy 32,Missouri
Dallas County,State Hwy 64,Missouri
Dallas County,State Hwy 73,Missouri
Dallas County,US Hwy 65,Missouri
Daviess County,I- 35,Missouri
Daviess County,State Hwy 13,Missouri
Daviess County,State Hwy 6,Missouri
Daviess County,US Hwy 69,Missouri
DeKalb County,I- 35,Missouri
DeKalb County,State Hwy 31,Missouri
DeKalb County,State Hwy 33,Missouri
DeKalb County,State Hwy 6,Missouri
DeKalb County,US Hwy 169,Missouri
DeKalb County,US Hwy 36,Missouri
Dent County,State Hwy 19,Missouri
Dent County,State Hwy 32 E,Missouri
Dent County,State Hwy 68,Missouri
Dent County,State Hwy 72,Missouri
Douglas County,State Hwy 14,Missouri
Douglas County,State Hwy 181,Missouri
Douglas County,State Hwy 5,Missouri
Douglas County,State Hwy 76,Missouri
Dunklin County,Hwy 25,Missouri
Dunklin County,State Hwy 164,Missouri
Dunklin County,State Hwy 25,Missouri
Dunklin County,State Hwy 53,Missouri
Dunklin County,State Hwy 84,Missouri
Dunklin County,State Hwy Y,Missouri
Dunklin County,US Hwy 412,Missouri
Dunklin County,US Hwy 62,Missouri
Franklin County,I- 44,Missouri
Franklin County,State Hwy 100,Missouri
Franklin County,State Hwy 185,Missouri
Franklin County,State Hwy 30,Missouri
Franklin County,State Hwy 47,Missouri
Franklin County,State Hwy H,Missouri
Franklin County,US Hwy 50,Missouri
Gasconade County,State Hwy 100,Missouri
Gasconade County,State Hwy 19,Missouri
Gasconade County,State Hwy 28,Missouri
Gasconade County,US Hwy 50,Missouri
Gentry County,State Hwy 48,Missouri
Gentry County,US Hwy 136,Missouri
Gentry County,US Hwy 169,Missouri
Greene County,I- 44,Missouri
Greene County,N State Hwy 125,Missouri
Greene County,State Hwy 123,Missouri
Greene County,State Hwy 13,Missouri
Greene County,State Hwy 360,Missouri
Greene County,State Hwy 413,Missouri
Greene County,US Hwy 160,Missouri
Greene County,US Hwy 60,Missouri
Greene County,US Hwy 65,Missouri
Greene County,US Hwy 65 Bus,Missouri
Grundy County,State Hwy 146,Missouri
Grundy County,State Hwy 6,Missouri
Harrison County,E US Hwy 13,Missouri
Harrison County,E US Hwy 136,Missouri
Harrison County,I- 35,Missouri
Harrison County,State Hwy 13,Missouri
Harrison County,State Hwy 146,Missouri
Harrison County,State Hwy 46,Missouri
Harrison County,US Hwy 136,Missouri
Harrison County,US Hwy 69,Missouri
Henry County,State Hwy 13,Missouri
Henry County,State Hwy 2,Missouri
Henry County,State Hwy 52,Missouri
Henry County,State Hwy 7,Missouri
Hickory County,State Hwy 123,Missouri
Hickory County,State Hwy 83,Missouri
Hickory County,State Hwy B,Missouri
Hickory County,US Hwy 54,Missouri
Hickory County,US Hwy 65,Missouri
Holt County,I- 29,Missouri
Holt County,State Hwy 113,Missouri
Holt County,State Hwy 118,Missouri
Holt County,US Hwy 159,Missouri
Holt County,US Hwy 59,Missouri
Howard County,State Hwy 129,Missouri
Howard County,State Hwy 240,Missouri
Howard County,State Hwy 240 Bus,Missouri
Howard County,State Hwy 3,Missouri
Howard County,State Hwy 5,Missouri
Howard County,State Hwy 87,Missouri
Howard County,US Hwy 40,Missouri
Howell County,E US Hwy 160,Missouri
Howell County,S State Hwy 17,Missouri
Howell County,S State Rte 17,Missouri
Howell County,State Hwy 101,Missouri
Howell County,State Hwy 17,Missouri
Howell County,State Hwy 76,Missouri
Howell County,State Rte 101,Missouri
Howell County,State Rte 17,Missouri
Howell County,US Hwy 160,Missouri
Howell County,US Hwy 60,Missouri
Howell County,US Hwy 60-63,Missouri
Howell County,US Hwy 63,Missouri
Howell County,W US Hwy 160,Missouri
Howell County,W US Hwy 60,Missouri
Iron County,State Hwy 21,Missouri
Iron County,State Hwy 32,Missouri
Iron County,State Hwy 49,Missouri
Iron County,State Hwy 72,Missouri
Jackson County,E US Hwy 24,Missouri
Jackson County,E US Hwy 50,Missouri
Jackson County,I- 35,Missouri
Jackson County,I- 435,Missouri
Jackson County,I- 470,Missouri
Jackson County,I- 49,Missouri
Jackson County,I- 70,Missouri
Jackson County,N State Hwy 291,Missouri
Jackson County,State Hwy 150,Missouri
Jackson County,State Hwy 210,Missouri
Jackson County,State Hwy 291,Missouri
Jackson County,State Hwy 350,Missouri
Jackson County,State Hwy 7,Missouri
Jackson County,US 50 Hwy,Missouri
Jackson County,US Hwy 24,Missouri
Jackson County,US Hwy 50,Missouri
Jackson County,US Hwy 71,Missouri
Jasper County,I- 44,Missouri
Jasper County,I- 49,Missouri
Jasper County,State Hwy 171,Missouri
Jasper County,State Hwy 249,Missouri
Jasper County,State Hwy 37,Missouri
Jasper County,State Hwy 43,Missouri
Jasper County,State Hwy 96,Missouri
Jasper County,State Hwy Yy,Missouri
Jasper County,US Hwy 71 Alt,Missouri
Jasper County,US Hwy 71 Bus,Missouri
Jefferson County,I- 55,Missouri
Jefferson County,Old State Hwy 141,Missouri
Jefferson County,State Hwy 110,Missouri
Jefferson County,State Hwy 141,Missouri
Jefferson County,State Hwy 21,Missouri
Jefferson County,State Hwy 30,Missouri
Jefferson County,State Rte 30,Missouri
Jefferson County,US Hwy 67,Missouri
Johnson County,NE State Hwy 13,Missouri
Johnson County,NW State Hwy 13,Missouri
Johnson County,NW State Hwy 131,Missouri
Johnson County,NW US Hwy 50,Missouri
Johnson County,SW State Hwy 58,Missouri
Johnson County,State Hwy 13 Bus,Missouri
Johnson County,State Hwy 131,Missouri
Johnson County,State Hwy 2,Missouri
Knox County,State Hwy 11,Missouri
Knox County,State Hwy 15,Missouri
Knox County,State Hwy 151,Missouri
Knox County,State Hwy 156,Missouri
Knox County,State Hwy 6,Missouri
Laclede County,I- 44,Missouri
Laclede County,State Hwy 17,Missouri
Laclede County,State Hwy 32,Missouri
Laclede County,State Hwy 5,Missouri
Laclede County,State Hwy 64,Missouri
Laclede County,State Hwy 95,Missouri
Lafayette County,I- 70,Missouri
Lafayette County,NW State Hwy 131,Missouri
Lafayette County,State Hwy 13,Missouri
Lafayette County,State Hwy 13 Bus,Missouri
Lafayette County,State Hwy 131,Missouri
Lafayette County,State Hwy 20,Missouri
Lafayette County,State Hwy 23,Missouri
Lafayette County,US Hwy 24,Missouri
Lafayette County,US Hwy 65,Missouri
Lafayette County,US Hwy D,Missouri
Lawrence County,I- 44,Missouri
Lawrence County,I- 44 Bus,Missouri
Lawrence County,State Hwy 14,Missouri
Lawrence County,State Hwy 265,Missouri
Lawrence County,State Hwy 37,Missouri
Lawrence County,State Hwy 39,Missouri
Lawrence County,State Hwy 96,Missouri
Lawrence County,State Hwy 97,Missouri
Lawrence County,State Hwy M,Missouri
Lawrence County,US Hwy 60,Missouri
Lawrence County,US Hwy 60 Bus,Missouri
Lewis County,State Hwy 156,Missouri
Lewis County,State Hwy 16,Missouri
Lewis County,State Hwy 6,Missouri
Lewis County,State Hwy D,Missouri
Lewis County,US Hwy 61,Missouri
Lincoln County,N State Hwy 79,Missouri
Lincoln County,N US Hwy 61,Missouri
Lincoln County,S State Hwy 79,Missouri
Lincoln County,State Hwy 79,Missouri
Lincoln County,US Hwy 61,Missouri
Lincoln County,W State Hwy 47,Missouri
Linn County,State Hwy 11,Missouri
Linn County,State Hwy 129,Missouri
Linn County,State Hwy 5,Missouri
Linn County,US Hwy 36,Missouri
Livingston County,US Hwy 36,Missouri
Livingston County,US Hwy 65,Missouri
Macon County,State Hwy 156,Missouri
Macon County,US Hwy 3,Missouri
Macon County,US Hwy 36,Missouri
Macon County,US Hwy 63,Missouri
Madison County,State Hwy 72,Missouri
Madison County,US Hwy 67,Missouri
Maries County,State Hwy 28 E,Missouri
Maries County,State Hwy 28 W,Missouri
Maries County,State Hwy 42,Missouri
Maries County,State Hwy 42 E,Missouri
Maries County,State Hwy C,Missouri
Maries County,US Hwy 63 S,Missouri
Marion County,I- 72,Missouri
Marion County,State Hwy 168,Missouri
Marion County,State Hwy 6,Missouri
Marion County,US Hwy 24,Missouri
Marion County,US Hwy 36,Missouri
Marion County,US Hwy 61,Missouri
Marion County,US Hwy 61 Bus,Missouri
McDonald County,E State Hwy 76,Missouri
McDonald County,I- 49,Missouri
McDonald County,State Hwy 43,Missouri
McDonald County,State Hwy 59,Missouri
McDonald County,State Hwy 76,Missouri
McDonald County,State Hwy 90,Missouri
McDonald County,US Hwy 71,Missouri
Mercer County,State Hwy 3,Missouri
Mercer County,State Hwy B,Missouri
Mercer County,State Hwy C,Missouri
Mercer County,State Hwy E,Missouri
Mercer County,State Hwy M,Missouri
Mercer County,State Hwy N,Missouri
Mercer County,State Hwy W,Missouri
Mercer County,US Hwy 136,Missouri
Mercer County,US Hwy 65,Missouri
Miller County,State Hwy 17,Missouri
Miller County,State Hwy 42,Missouri
Miller County,State Hwy 52,Missouri
Miller County,State Hwy 87,Missouri
Miller County,US Hwy 54,Missouri
Miller County,US Hwy 54 Bus,Missouri
Mississippi County,I- 57,Missouri
Mississippi County,S State Hwy 105,Missouri
Mississippi County,State Hwy 105,Missouri
Mississippi County,State Hwy 75,Missouri
Mississippi County,State Hwy 80,Missouri
Mississippi County,US Hwy 60,Missouri
Mississippi County,US Hwy 62,Missouri
Moniteau County,State Hwy 179,Missouri
Moniteau County,State Hwy 5,Missouri
Moniteau County,State Hwy 87,Missouri
Moniteau County,US Hwy 50,Missouri
Monroe County,State Hwy 107,Missouri
Monroe County,State Hwy 15,Missouri
Monroe County,State Hwy 151,Missouri
Monroe County,State Hwy 154,Missouri
Monroe County,US Hwy 24,Missouri
Montgomery County,I- 70,Missouri
Montgomery County,State Hwy 161,Missouri
Montgomery County,State Hwy 19,Missouri
Montgomery County,State Hwy 94,Missouri
Morgan County,State Hwy 135,Missouri
Morgan County,State Hwy 5,Missouri
Morgan County,State Hwy 52,Missouri
Morgan County,US Hwy 50,Missouri
New Madrid County,I- 55,Missouri
New Madrid County,I- 55 Lp,Missouri
New Madrid County,State Hwy 153,Missouri
New Madrid County,State Hwy 162,Missouri
New Madrid County,US Hwy 25,Missouri
New Madrid County,US Hwy 60,Missouri
New Madrid County,US Hwy 61,Missouri
New Madrid County,US Hwy 62,Missouri
Newton County,I- 44,Missouri
Newton County,I- 49,Missouri
Newton County,State Hwy 37,Missouri
Newton County,State Hwy 43,Missouri
Newton County,State Hwy 86,Missouri
Newton County,US Hwy 60,Missouri
Newton County,US Hwy 60 Bus,Missouri
Newton County,US Hwy 71 Bus,Missouri
Nodaway County,State Hwy 113,Missouri
